record_id,record_hash,case_id,case_type,originating_station_id,district_id,state_id,record_type,sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,owner_agency,raw_record_included,synthetic_only
REC-000221,9a67ff28795c9b0a3b72e121,CASE-00016,VIOLENT_CRIME,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,COURT_SUBMISSION,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000222,2d15673f9d6e48a538d2d1fd,CASE-00264,WOMEN_CHILD_SAFETY,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,COURT_SUBMISSION,HIGH,true,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000223,6d465176a0c4bf824f743521,CASE-00077,MISSING_PERSON,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,FORENSIC_REPORT,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000224,5b3c9fb228bd8b29719c1a5a,CASE-00086,JUVENILE_PROTECTION,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000225,48b92ff9ac1a24972931331f,CASE-00143,GENERAL_THEFT,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,COURT_SUBMISSION,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000226,48758dbc1a6f7f4934133647,CASE-00252,MISSING_PERSON,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000227,046d653f953eb88b47a3ebb0,CASE-00082,NARCOTICS,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000228,8d196118f5537bf44adff98a,CASE-00147,FINANCIAL_CRIME,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000229,9cf76f652fcb60053f1a781e,CASE-00336,JUVENILE_PROTECTION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,CASE_DIARY,CLASSIFIED,false,false,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000230,57e7af8bd7cdc6920752e182,CASE-00054,WOMEN_CHILD_SAFETY,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,CASE_DIARY,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000231,b73b14922b41736415881248,CASE-00329,CYBER_FRAUD,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,CASE_DIARY,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000232,2f09515fb47c95c60bae3db1,CASE-00195,VIOLENT_CRIME,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000233,95272f463d03a2186ae00bc6,CASE-00187,CYBER_FRAUD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000234,c6e09784d51abbf2b3753b68,CASE-00196,FINANCIAL_CRIME,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,CASE_DIARY,MEDIUM,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000235,7dea6e8129bbe8639d8b8ab6,CASE-00325,NARCOTICS,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000236,6971f605042660df67234258,CASE-00080,GENERAL_THEFT,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,FORENSIC_REPORT,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000237,193966fad57108ff4acda611,CASE-00067,JUVENILE_PROTECTION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000238,19ed51c598418f3a839728dc,CASE-00269,VIOLENT_CRIME,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000239,c546f9235f27603167edda58,CASE-00015,GENERAL_THEFT,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,CYBERCRIME_COMPLAINT,CLASSIFIED,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000240,3a5506aed3cb51b09e7c4ca2,CASE-00200,WOMEN_CHILD_SAFETY,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,CYBERCRIME_COMPLAINT,CLASSIFIED,true,false,false,false,SEALED,UNDER_REVIEW,POLICE,false,true
REC-000241,6197a206f9aa2b3df21b2fe7,CASE-00118,VIOLENT_CRIME,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,VICTIM_RECORD,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000242,7ab966a49d5dae7d5e0635ee,CASE-00070,GENERAL_THEFT,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000243,206ecfa615baf8d96316ecca,CASE-00015,GENERAL_THEFT,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000244,5642ceb4f3ffc8faa22ce857,CASE-00275,WOMEN_CHILD_SAFETY,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,VICTIM_RECORD,CLASSIFIED,true,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000245,e2ff4d5969aefec4bef47d9d,CASE-00259,JUVENILE_PROTECTION,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,FORENSIC_REPORT,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000246,83bca7e310ed9ee58d743944,CASE-00233,CYBER_FRAUD,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000247,3fad45ed842e9179a901ac73,CASE-00001,WOMEN_CHILD_SAFETY,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FIR_SUMMARY,MEDIUM,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000248,19d91561ded3d1723d97b056,CASE-00337,NARCOTICS,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000249,7ac6a8505413a1abfe9c2c38,CASE-00151,CYBER_FRAUD,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,VICTIM_RECORD,CLASSIFIED,true,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000250,8141e33806e7c1ff4897751c,CASE-00264,WOMEN_CHILD_SAFETY,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,COURT_SUBMISSION,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000251,d9b95c7545a328e01eab7773,CASE-00074,VIOLENT_CRIME,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,CASE_DIARY,HIGH,false,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000252,2a44ea7167c606e1a50fbc7d,CASE-00107,NARCOTICS,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000253,201c9d891198d8110e40a60a,CASE-00296,GENERAL_THEFT,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000254,467e4eeac859b0b49846ed99,CASE-00083,NARCOTICS,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000255,03f212b73922acdb68669f19,CASE-00123,WOMEN_CHILD_SAFETY,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,VICTIM_RECORD,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000256,eda072470422c2d10fd9265d,CASE-00236,MISSING_PERSON,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,SEALED,ARCHIVED,POLICE,false,true
REC-000257,729722bb0f927d10ce07afd4,CASE-00004,WOMEN_CHILD_SAFETY,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,FIR_SUMMARY,LOW,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000258,e3e5b4041ee0b486122ef35b,CASE-00289,WOMEN_CHILD_SAFETY,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,JUVENILE_RECORD,CLASSIFIED,true,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000259,8d8ccd21b2cc1f62311c5630,CASE-00139,FINANCIAL_CRIME,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000260,4644ab9bab94b2012e83fa80,CASE-00050,CYBER_FRAUD,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,CASE_DIARY,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000261,43e3463a3b559634b3353097,CASE-00087,FINANCIAL_CRIME,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,WITNESS_STATEMENT,MEDIUM,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000262,481635364f5f6393b2fbfd90,CASE-00142,VIOLENT_CRIME,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000263,68994c9b44433265a4ba8f45,CASE-00286,MISSING_PERSON,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,WITNESS_STATEMENT,MEDIUM,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000264,87b096587a2f7133a6e4ac06,CASE-00031,MISSING_PERSON,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000265,a1510bb661687b3ca975e3a9,CASE-00303,JUVENILE_PROTECTION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000266,61e633b0b3b0ef9d8ed2391c,CASE-00154,JUVENILE_PROTECTION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,VICTIM_RECORD,HIGH,true,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000267,428efc3efd7b1b0a60e8d834,CASE-00038,NARCOTICS,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,COURT_SUBMISSION,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000268,c4075db33966cb270b3f46bb,CASE-00055,MISSING_PERSON,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,CASE_DIARY,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000269,ee3ca38f34162c711e83a513,CASE-00287,MISSING_PERSON,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,SEALED,ACTIVE,POLICE,false,true
REC-000270,431cd98dd82eaadeaea9ba71,CASE-00049,CYBER_FRAUD,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,SEALED,ARCHIVED,POLICE,false,true
REC-000271,e3756b6206a69f17c5ab1d23,CASE-00137,MISSING_PERSON,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000272,9f0f7289f61179e609d4afba,CASE-00125,JUVENILE_PROTECTION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000273,1efe844d933eebcd81826503,CASE-00214,GENERAL_THEFT,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000274,0b63353775e637ac68d1fbc8,CASE-00002,FINANCIAL_CRIME,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,COURT_SUBMISSION,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000275,da955dc4e17b595e2820e3be,CASE-00144,MISSING_PERSON,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ARCHIVED,POLICE,false,true
REC-000276,7d143f54dd071d0e35912d44,CASE-00165,VIOLENT_CRIME,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000277,cdb882c54c3acb7a40310dbd,CASE-00016,VIOLENT_CRIME,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000278,ff2fe9cdc866d8723406901d,CASE-00242,MISSING_PERSON,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000279,d4e159d315d1a164a192bf77,CASE-00219,FINANCIAL_CRIME,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000280,97f42bc6dfe2ee0b0bd40826,CASE-00001,WOMEN_CHILD_SAFETY,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,JUVENILE_RECORD,CLASSIFIED,true,false,true,false,SEALED,ARCHIVED,POLICE,false,true
REC-000281,66184ff814d37e76579d534f,CASE-00245,VIOLENT_CRIME,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000282,507553af0e7c5d05b119e50a,CASE-00270,MISSING_PERSON,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,CASE_DIARY,CLASSIFIED,false,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000283,13e3a7ec6adf6a6efb5970ef,CASE-00257,WOMEN_CHILD_SAFETY,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,FORENSIC_REPORT,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000284,0b15ec81d0d8ac95910c8dbb,CASE-00153,FINANCIAL_CRIME,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000285,9628ec353c72a2aa57abba92,CASE-00276,FINANCIAL_CRIME,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,CASE_DIARY,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000286,0e67d609ea46cf7a4eb4513b,CASE-00015,GENERAL_THEFT,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000287,255eef6a2a2326cbbe551f51,CASE-00062,VIOLENT_CRIME,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000288,9fce236a36075cd6bcd8860b,CASE-00154,JUVENILE_PROTECTION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,WITNESS_STATEMENT,HIGH,false,true,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000289,375c93cbfc19c6b728ba102e,CASE-00120,CYBER_FRAUD,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000290,17ebb06a599dae60d15c8174,CASE-00313,CYBER_FRAUD,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,CASE_DIARY,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000291,27e8ef36fb20ac5bc4e6fdf5,CASE-00260,VIOLENT_CRIME,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000292,7c5a32c9e66cd2cd800b2f7b,CASE-00227,NARCOTICS,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000293,f7e6a59cc5e8f32bd4acaf26,CASE-00010,GENERAL_THEFT,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000294,58a9f38a07138e1943c8cd6c,CASE-00006,MISSING_PERSON,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000295,02618a5e4015e753681bdcd2,CASE-00339,CYBER_FRAUD,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000296,08442f216d5a7556f4be1bca,CASE-00232,WOMEN_CHILD_SAFETY,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,FORENSIC_REPORT,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000297,1f3741568f09e522c5519892,CASE-00238,WOMEN_CHILD_SAFETY,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,EVIDENCE_MEDIA,HIGH,true,false,false,true,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000298,b3438785218344505dbd3e7c,CASE-00117,VIOLENT_CRIME,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,CYBERCRIME_COMPLAINT,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000299,642d10df7173c2a1250dbb36,CASE-00251,CYBER_FRAUD,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000300,0c1424411003da95fbf32b97,CASE-00028,VIOLENT_CRIME,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,CASE_DIARY,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000301,19c48d877feab54f0ec30141,CASE-00073,VIOLENT_CRIME,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000302,480dd8d22c5fc6cb6b711fb3,CASE-00071,VIOLENT_CRIME,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,FORENSIC_REPORT,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000303,ae6871039a0d9aecf690453c,CASE-00323,CYBER_FRAUD,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000304,239e7251c7efe936aa3f69a3,CASE-00257,WOMEN_CHILD_SAFETY,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,FORENSIC_REPORT,CLASSIFIED,true,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000305,2b9916839e44a1c8f1f20873,CASE-00307,NARCOTICS,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000306,13b2a2a0db1373b8363e1c5a,CASE-00131,GENERAL_THEFT,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,WITNESS_STATEMENT,CLASSIFIED,false,true,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000307,68520c08a4184e2a8bbcc4c1,CASE-00103,NARCOTICS,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000308,6ee0530b889a7be2f0e34fa1,CASE-00334,GENERAL_THEFT,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000309,9aa2dd388a2cb05a6a11c1bf,CASE-00097,VIOLENT_CRIME,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000310,ca153ea0d75435e5b8a9b538,CASE-00190,GENERAL_THEFT,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ARCHIVED,POLICE,false,true
REC-000311,ef42f5a6dc2c41267c313d66,CASE-00053,WOMEN_CHILD_SAFETY,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,JUVENILE_RECORD,HIGH,true,false,true,false,SEALED,ACTIVE,POLICE,false,true
REC-000312,66c1f1634fd4515b8f74f8fa,CASE-00175,MISSING_PERSON,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000313,c8f01730ecab5910a8d417bf,CASE-00037,FINANCIAL_CRIME,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ARCHIVED,POLICE,false,true
REC-000314,b4476e72e12a7120e87a4bfb,CASE-00183,MISSING_PERSON,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000315,05ba601a717ce064fee7e4a0,CASE-00187,CYBER_FRAUD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,CYBERCRIME_COMPLAINT,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000316,318f5250c892dade4a4047ee,CASE-00094,CYBER_FRAUD,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000317,0de583999fee751f0b57b1a4,CASE-00045,CYBER_FRAUD,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,FIR_SUMMARY,MEDIUM,false,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000318,c029e206494d47d41682de9a,CASE-00249,MISSING_PERSON,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,CASE_DIARY,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000319,7f8d75d5e84837c062754102,CASE-00324,FINANCIAL_CRIME,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,VICTIM_RECORD,MEDIUM,true,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000320,29d9aeede8e69bbf19fc8398,CASE-00296,GENERAL_THEFT,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,WITNESS_STATEMENT,CLASSIFIED,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000321,8542907be82d8ebf3ebccb80,CASE-00096,VIOLENT_CRIME,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000322,49e726acc09722614f006236,CASE-00288,MISSING_PERSON,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000323,d94d037bceb6d6ea53e03101,CASE-00026,NARCOTICS,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,CYBERCRIME_COMPLAINT,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000324,7421d676dad537501affa1f2,CASE-00231,JUVENILE_PROTECTION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,FORENSIC_REPORT,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000325,b1369cfe83c9b50aaaf08c20,CASE-00241,VIOLENT_CRIME,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000326,c8ce7d730a23ef48683bf642,CASE-00100,WOMEN_CHILD_SAFETY,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,JUVENILE_RECORD,CLASSIFIED,true,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000327,349bcb479fce8a34c6e4b574,CASE-00046,MISSING_PERSON,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000328,a3640fe0710c163f60be131f,CASE-00056,CYBER_FRAUD,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000329,1c6ecb2d745c985d50c99379,CASE-00055,MISSING_PERSON,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,VICTIM_RECORD,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000330,52069d243f6adcab391e83cc,CASE-00256,JUVENILE_PROTECTION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,true,false,OPEN,ARCHIVED,POLICE,false,true
