officer_id,officer_hash,role,rank_level,station_id,district_id,state_id,agency,clearance_level,credential_status,is_supervisor,cyber_training,forensic_training,prior_request_count,recent_denied_count,assigned_case_ids,synthetic_only
OFF-0225,8fe1499c5ed9142abbac6485,Sub-Inspector,3,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,30,4,CASE-00151,true
OFF-0226,2f283926393a08241f4c19ba,Station House Officer,5,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,20,7,CASE-00023|CASE-00036|CASE-00146|CASE-00214,true
OFF-0227,2747b4371f8a7719020e45ce,Forensic Officer,4,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,31,7,CASE-00089|CASE-00163|CASE-00217|CASE-00262|CASE-00265|CASE-00339|CASE-00341,true
OFF-0228,8a7aea37c451a80fdc290e57,Inspector,4,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,34,4,CASE-00042|CASE-00108|CASE-00118|CASE-00223|CASE-00296,true
OFF-0229,910fbfbd952d337d55470015,Constable,1,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,true,false,22,2,CASE-00091|CASE-00312|CASE-00330|CASE-00335,true
OFF-0230,f59f4c244c14d1c05b3b5fef,Station House Officer,5,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,4,6,CASE-00069|CASE-00135|CASE-00200|CASE-00230|CASE-00305|CASE-00327,true
OFF-0231,b91bac32e23ee5afdb826394,Prosecutor Liaison,4,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,false,false,44,2,CASE-00060|CASE-00140|CASE-00279,true
OFF-0232,8e0a9feb90e3ea8a4997b70d,Forensic Officer,4,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,33,2,CASE-00103|CASE-00125|CASE-00126|CASE-00334,true
OFF-0233,072b2cbde28c17244de8ae4d,Constable,1,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,10,1,CASE-00074|CASE-00086|CASE-00115|CASE-00183,true
OFF-0234,a7db164c4af844793a01db35,Sub-Inspector,3,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,51,6,CASE-00165,true
OFF-0235,a4932d929933c3c8b03681a3,Constable,1,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,false,false,33,1,CASE-00089|CASE-00163|CASE-00207|CASE-00217|CASE-00254|CASE-00262|CASE-00265|CASE-00339|CASE-00341|CASE-00349,true
OFF-0236,3a6a5386535f809a826fc8a7,Inspector,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,1,8,CASE-00015|CASE-00193|CASE-00224,true
OFF-0237,7e3146ebb6c4e9a4f7f4cfaa,Sub-Inspector,3,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,33,6,CASE-00011|CASE-00014|CASE-00059|CASE-00219,true
OFF-0238,0d893c2441da140e8c46fc54,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,true,24,3,CASE-00094|CASE-00189|CASE-00293|CASE-00352,true
OFF-0239,cef54734e093447c3864ede7,Inspector,4,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,3,6,CASE-00043|CASE-00063|CASE-00110|CASE-00112|CASE-00182|CASE-00197|CASE-00301,true
OFF-0240,2e90133c615ae26c343ba035,Cybercrime Officer,4,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,CYBERCRIME,HIGH,ACTIVE,false,true,false,5,2,CASE-00026|CASE-00150|CASE-00263|CASE-00352,true
